"id","created_at","text","url","openmeasures_meta_source_endpoint","openmeasures_metadata_source_endpoint","engagement_likes","engagement_reshares","engagement_dislikes","engagement_replies","engagement_views","openmeasures_media_hash","openmeasures_media_openmeasures_metadata_source_endpoint","openmeasures_media_mimetype","openmeasures_media_thumbnail_hash","context_name","actor_username"
"7059768534779361302","2025-11-04T16:28:57+00:00","🗳 Alassane Ouattara officiellement réélu Président de la Côte d'Ivoire

Le verdict est tombé: le Conseil constitutionnel a officialisé la victoire d'Alassane Ouattara au premier tour du scrutin du 25 octobre 2025, rapporte un correspondant de Sputnik Afrique.

Le chef de l’État sortant obtient 3.759.030 voix, soit 89,77% des suffrages exprimés.

""Ouattara est sorti vainqueur du premier tour de l’élection et a été réélu pour un quatrième mandat. L’examen des procès verbaux ne révèle aucune irrégularité de nature à entacher la sincérité du scrutin ou à affecter le résultat"", a déclaré la présidente de l'institution, Chantal Camara, lors de l'annonce des résultats. 

La participation s’établit à 50,10%, selon la Commission électorale indépendante.

📌 En bref:
➡️ Âgé de 83 ans, Ouattara dirige le pays depuis plus de 14 ans.
➡️ La Constitution de 2016 lui a permis de se représenter.

Score des autres candidats: 
Jean-Louis Billon: 3,09%, 
Simone Ehivet Gbagbo: 2,42%, 
Ahoua Don Mello: 1,97%, 
Henriette Lagou: 1,15%

Abonnez-vous @sputnik_afrique

🔸 Sputnik Afrique | X 🔸","https://t.me/sputnik_afrique/63510","telegram","telegram","","2","","","90","","","","","Sputnik Afrique Officiel",""
"5332691326687313662","2025-11-02T20:55:18+00:00","🔢 Laurent Nuñez met en garde contre le «bras de fer» avec l’Algérie 

🔢 Nigeria : Trump menace d'une intervention armée, évoquant les meurtres de chrétiens

🔢 Roland Lescure dénonce la «sorcellerie fiscale» du Parlement face aux dérives du budget 2026

🔢 Tom Barrack presse le Liban de désarmer le Hezbollah : «Le pays n’a plus de temps»

🔢 Gaza: Israël finance des milices pour contenir le Hamas

🔢 Deux navires civils étrangers endommagés en mer Noire lors d’une attaque de drones ukrainiens

🔢 La Guinée-Bissau entame une campagne de 21 jours pour les élections générales

🔢 Accusations de viol au tribunal de Bobigny : deux policiers mis en examen et écroués, une vidéo retrouvée

🔢 Crise politique en France : les socialistes «ont changé d’alliance», accuse Mélenchon

🔢 Sanctions américaines contre Lukoil : la Bulgarie redoute une crise du carburant et une instabilité politique

🔢 L’Algérie s’impose comme une nouvelle destination touristique maghrébine

🔢 Selon The Daily Telegraph, la dette publique du Royaume-Uni a triplé en 20 ans

🔢 Budget 2026 : le rapporteur estime «hautement probable» que le texte ne soit pas examiné dans les temps

🔢 France : sur la base d’une fake news, Sarah Knafo accuse Emmanuel Macron de financer les Africains

🔢 France : imbroglio à Montpelier après l’évacuation d’un squat sur décision de la justice

🔢 Sahara occidental : la Russie souligne l'importance du mandat de la Minurso, mais note le manque de transparence

🔢 Côte d’Ivoire : la Cédéao félicite les Ivoiriens «pour le déroulement pacifique» de l’élection présidentielle

🔢 France : des sapeurs-pompiers parodient le cambriolage du Louvre pour vendre leur calendrier

RT en français • Osez questionner !","https://t.me/RTenfrancais/65278","telegram","telegram","","2","","","1499","","","","","RT en français",""
"7153828301382012339","2025-11-01T18:07:46+00:00","🇨🇮 Côte d’Ivoire : le parti d’opposition appelle à une nouvelle marche de protestation

En Côte d’Ivoire, le parti d’opposition le Parti des peuples africains-Côte d’Ivoire (PPA-CI) a appelé les citoyens à participer à une marche de protestation le 8 novembre. Le communiqué a été publié par le média local IvoirExpress.

💬 « Le PPA-CI appelle ses militants, l’ensemble des organisations de la société civile et tous les démocrates ivoiriens à participer à une grande marche pacifique le samedi 8 novembre 2025, afin de protester contre les massacres de populations civiles et d’exiger la libération de tous les prisonniers politiques », indique le document.

🔸 Le parti a également affirmé que la récente élection présidentielle dans le pays était « truquée ».

💬 « Le PPA-CI note avec indignation que l’élection présidentielle […] s’est plutôt transformée en un braquage électoral orchestré par le régime de monsieur Alassane Ouattara, candidat à un 4ème mandat anticonstitutionnel », souligne le communiqué.

African Initiative | S'abonner 🌍","https://t.me/peuples_De_L_AES/183731","telegram","telegram","","1","","","204","","","","","Peuples de l'AES🇲🇱🇧🇫🇳🇪",""
"6014130734791533130","2025-10-30T11:59:56+00:00","✈️VOYAGES DE OUATTARA EN FRANCE : PLUS DE 250 DEPUIS 2011 

Alassane Ouattara a effectué plus de 250 voyages en France depuis 2011 jusqu’à ce jour (août 2025). Ces voyages, souvent officiels ou privés, sont critiqués pour leur coût et leur fréquence. Voici une liste chronologique de 37 voyages sur 250, basée sur les dates connues. 

❌Octobre 2011 : Voyage officiel pour participer à la 36e session de l’Unesco à Paris, dans le cadre de la reconstruction post-crise électorale.

❌25-27 janvier 2012 : Visite d’État officielle de trois jours, centrée sur les accords de défense et la coopération militaire, marquant la fin des tensions avec Laurent Gbagbo.

❌10-11 avril 2013 : Visite officielle pour une rencontre avec le président François Hollande au Palais de l’Élysée, axée sur la coopération franco-ivoirienne (économie, sécurité post-crise). Accompagné de ministres, discussions sur des partenariats industriels.

❌Août 2013 (autour du 10 août) : Séjour privé, départ d’Abidjan sans détails officiels sur la durée ou les motifs, potentiellement pour des vacances ou des consultations personnelles.

❌4 novembre 2013 : Visite officielle pour être admis comme Membre-Associé de l’Académie des Sciences d’Outre-Mer à Paris, avec une décoration. Discours sur le rôle de l’Afrique dans les décisions globales ; qualifié de distinction prestigieuse pour Ouattara comme « fierté de l’Afrique ».

❌Février 2014 (début février, retour le 27 février) : Séjour médical privé pour une opération de la sciatique à l’Hôpital Américain de Paris. Apparition publique pour dissiper les rumeurs sur sa santé ; gouvernement ivoirien a confirmé une convalescence réussie.

❌Juillet 2014 (inféré, autour du 17 juillet) : Possible visite officielle courte, liée à la réciproque de la visite de Hollande à Abidjan (17 juillet), avec des discussions sur le commerce et la sécurité. Pas de date exacte confirmée, mais contexte diplomatique intense.

❌Février 2015 (autour du 7 février) : Visite officielle pour une conférence à Paris sur les affaires en Afrique, réunissant chefs d’État et leaders économiques pour discuter de la croissance continentale. Ouattara y a promu des investissements en Côte d’Ivoire.

❌Août 2015 (autour du 12 août) : Séjour privé en France avant un voyage en Italie pour présider la « Journée nationale de la Côte d’Ivoire » à l’Expo Milan. Motifs non précisés, potentiellement repos ou rencontres informelles.

❌4 février 2016 : Voyage officiel pour une rencontre avec le président François Hollande, axé sur la coopération économique et sécuritaire.

❌15 mars 2017 : Visite officielle pour une dernière rencontre avec François Hollande avant la fin de son mandat, axée sur les relations bilatérales et la sécurité en Afrique de l’Ouest.

❌11 juin 2017 : Visite officielle à l’Élysée, premier chef d’État africain reçu par Emmanuel Macron après son élection. Discussions sur la coopération économique, la lutte contre le terrorisme et les investissements français en Côte d’Ivoire.

❌31 août 2017 : Visite officielle pour une rencontre avec Macron, focalisée sur les partenariats sécuritaires et la stabilité régionale (Sahel). Contexte de mutineries en Côte d’Ivoire et de soutien français.

❌Avril 2018 (autour du 20 avril) : Visite officielle à l’Élysée pour une réunion avec Macron, probablement sur des accords économiques et la réforme de la Commission électorale ivoirienne.

❌Novembre 2018 (11 novembre) : Visite officielle pour la commémoration du centenaire de l’Armistice à Paris, avec son épouse Dominique Ouattara. Participation à des cérémonies internationales, arrivée à l’Élysée.

❌Novembre 2018 (12 novembre) : Visite officielle pour des entretiens bilatéraux avec Macron à l’Élysée, suite à l’Armistice. Thèmes : relations franco-ivoiriennes, investissements et stabilité politique.

❌Février 2019 (autour du 18 février) : Visite officielle à Paris pour une rencontre avec Macron sur la monnaie CFA, où Ouattara a défendu sa solidité. Contexte de critiques sur le franc CFA comme relic colonial ; discussions sur des réformes monétaires.
https://t.me/JOHNNY_PATCHECO","https://t.me/FaireTesRecherches/139850","telegram","telegram","","","","","3","","","","","S'INFORMER SOIT MÊME.","NGUES TAPX FLIES🪰🐾 🐼🧸TABB DUCKS🦆 Tower🏰⛏️LABR🐕🦋#Cicada🏎PandaFiT"
"4991070701705313453","2025-10-29T07:41:37+00:00","🤩 Une élection s'est déroulée en Côté d'Ivoire, avec des enjeux majeurs pour le pays et sa stabilité. L'opposition réclame un nouveau scrutin et dénonce des irrégularités notables. Cette crise met en lumière la fragilité de la démocratie ivoirienne. La polarisation entre le pouvoir et l’opposition est extrême, l’élection est largement rejetée par une partie de la population, et les résultats contestés (89,77 %) renforcent les doutes sur la légitimité du scrutin. Pour les observateurs internationaux, la situation pose un dilemme : comment concilier stabilisation politique et respect des normes démocratiques dans un pays encore marqué par des violences post-électorales (notamment en 2010) ?
https://www.ir-press.ru/fr/2025/10/29/cote-divoire-le-front-commun-ppa‑ci-pdci‑rda-exige-de-nouvelles-elections-apres-un-scrutin-controverse/","https://t.me/internationalreporters/81069","telegram","telegram","","3","","","3469","","","","","International Reporters",""
"6728609286194205808","2025-10-28T09:41:01+00:00","🇨🇮 Le président sortant de Côte d’Ivoire réélu avec 89,77 % des voix

🔸 En Côte d’Ivoire, le président sortant Alassane Ouattara a remporté l’élection présidentielle avec 89,77 % des suffrages, a annoncé Ibrahime Coulibaly-Kuibiert, président de la Commission Électorale Indépendante (CEI), lors d’une conférence de presse à Abidjan.

🔸 Le scrutin, tenu le 25 octobre, a enregistré la participation de 4,29 millions d’électeurs sur 8,55 millions inscrits, soit un taux de participation de 50,1 %.

🔸 Arrivé en deuxième position, Jean Louis Billon a obtenu 3,09 % des voix et a déjà félicité M. Ouattara pour sa victoire. Il est suivi par Simone Ehivet Gbagbo, ancienne Première dame (2,48 %), Ahoua Don Mello (1,97 %) et Henriette Lagou (1,15 %).

🔸  Les résultats sont provisoires et la décision finale sera prise par le Conseil constitutionnel dans les prochains jours.

African Initiative | S'abonner 🌍","https://t.me/africaninitiativefr/5232","telegram","telegram","","1","","","144","","","","","African Initiative FR",""
"6014130734791533050","2025-10-28T03:22:49+00:00","Principaux événements dans le monde au soir du 27 octobre

🔸 Vladimir Poutine a signé une loi dénonçant l'accord de 2001 avec les États-Unis concernant la reconversion du plutonium militaire déclaré en excès en combustible nucléaire.

🔸 Moscou est prêt à inviter Washington à négocier un document juridiquement contraignant pour prévenir une course aux armements dans l'espace, mais Washington bloque ces discussions, a déclaré le chef adjoint de la délégation russe, Konstantin Vorontsov, lors d'une réunion de la Première Commission de l'Assemblée générale des Nations unies.

🔸 Au Cameroun, Paul Biya a été proclamé par le Conseil constitutionnel vainqueur de la présidentielle du 12 octobre, avec 53,66% des voix. 

🔸 Le Président russe a reçu au Kremlin la ministre nord-coréenne des Affaires étrangères. Les relations entre les deux pays ""se déroulent comme prévu"", selon Poutine. 

🔸 Le sommet du G20 en Afrique du Sud se tiendra, avec ou sans Donald Trump, a déclaré Ramaphosa en marge du sommet de l'ASEAN en Malaisie. 

🔸 En Côte d'Ivoire, le Président en exercice Alassane Ouattara a été ""proclamé provisoirement élu"" avec 89,77% des suffrages, selon la Commission électorale indépendante.

 @grand_reequilibrage","https://t.me/FaireTesRecherches/139770","telegram","telegram","","","","","123","","","","","S'INFORMER SOIT MÊME.","NGUES TAPX FLIES🪰🐾 🐼🧸TABB Tower🏰⛏️LABR🐕🦋#Cicada🏎PandaFiT"
"7059768534779360835","2025-10-27T20:45:40+00:00","Principaux événements dans le monde au soir du 27 octobre

🔸 Vladimir Poutine a signé une loi dénonçant l'accord de 2001 avec les États-Unis concernant la reconversion du plutonium militaire déclaré en excès en combustible nucléaire.

🔸 Moscou est prêt à inviter Washington à négocier un document juridiquement contraignant pour prévenir une course aux armements dans l'espace, mais Washington bloque ces discussions, a déclaré le chef adjoint de la délégation russe, Konstantin Vorontsov, lors d'une réunion de la Première Commission de l'Assemblée générale des Nations unies.

🔸 Au Cameroun, Paul Biya a été proclamé par le Conseil constitutionnel vainqueur de la présidentielle du 12 octobre, avec 53,66% des voix. 

🔸 Le Président russe a reçu au Kremlin la ministre nord-coréenne des Affaires étrangères. Les relations entre les deux pays ""se déroulent comme prévu"", selon Poutine. 

🔸 Le sommet du G20 en Afrique du Sud se tiendra, avec ou sans Donald Trump, a déclaré Ramaphosa en marge du sommet de l'ASEAN en Malaisie. 

🔸 En Côte d'Ivoire, le Président en exercice Alassane Ouattara a été ""proclamé provisoirement élu"" avec 89,77% des suffrages, selon la Commission électorale indépendante.

Abonnez-vous @sputnik_afrique

🔸 Sputnik Afrique | X 🔸","https://t.me/sputnik_afrique/63043","telegram","telegram","","3","","","2113","","","","","Sputnik Afrique Officiel",""
"7059768534779360831","2025-10-27T20:22:59+00:00","""Il faut qu'on prépare de nouvelles personnes"", mais ""le plus important c'est la paix"": premières réactions d'Ivoiriens à la réélection d'Ouattara

🗣️""Le Président le mérite bien parce qu'il fait du bon travail"", a indiqué Mathifa Bonsa, caissière, à Sputnik Afrique. 

🗣️""Tout ce qu'il a fait pour la Côte d'Ivoire durant ces dernières années-là, il mérite vraiment d'être élu encore et encore, jusqu'à la fin des temps, s'il le faut"", ajoute Nadège Tiao, chef cuisinier.

🗣️ ""C'est déjà fini parce qu'on n'a pas quelqu'un dessus pour être devant nous tous. Il faut qu'on prépare de nouvelles personnes. On commence à préparer, d'ici quatre ans, on peut donner"", a déclaré Ilboudo Richard.

🗣️""On s'attendait à ça plus ou moins, donc ça ne nous étonne pas. Mais le plus important, c'est de préserver la paix. C'est tout: la paix. Sans paix, on ne peut rien faire"", insiste Franck Olivier, opérateur économique.

🇨🇮La Commission électorale indépendante a déclaré Alassane Ouattara ""provisoirement élu"" à la présidence après le premier tour de la présidentielle.

Abonnez-vous @sputnik_afrique

🔸 Sputnik Afrique | X 🔸","https://t.me/sputnik_afrique/63039","telegram","telegram","","3","","3","1666","","","","","Sputnik Afrique Officiel",""
"11061926851986328370","2025-10-27T17:54:24+00:00","🇨🇮Côte d'Ivoire. 
Election présidentielle 2025 en Côte d’Ivoire : Proclamation des résultats provisoires du scrutin du 25 octobre 2025.

* Population électorale : 8.568.456

* Votants : 4.292.474

* Taux de participation : 50,10%

* Bulletins nuls : 105.156

* Suffrages exprimés : 4.187.418

* Bulletins blancs : 66.788

- Alassane Ouattara   :  3.759 030 soit  89,77 %

- Ehivet  Simon   Épouse GBAGBO :  101 238 soit  02,42 %

-  LAGOU Adjoua Henriette :  48 261 soit  1,15 % 

- BILLON Jean Louis Eugène :129 493 soit 03,09%

- DON MELO Senin Ahoua  Jacob :    82 508 soit  01,97%

-Source CEI 

#presidentielle2025
#electionci2025
#electionapaisee
#EPR2025","https://t.me/NaimInfo2/2866","telegram","telegram","","5","","","2937","","","","","Naïm Infos 2",""
